cv_id,vacancy_id,ideal_score,split_score,mono_score,split_abs_dev,mono_abs_dev,ideal_verdict,split_verdict,mono_verdict,split_miss_jac,mono_miss_jac
17_realformat_swe_fullstack,24a6f183-0008-4366-be98-dd096a767f23,0.575,0.575,0.6,0.0,0.025,Partial,Partial,Partial,0.8,0.1111
17_realformat_swe_fullstack,62cc4061-6558-40ec-929c-36e4be0fa751,0.5882,0.2895,0.63,0.2988,0.0418,Partial,Weak,Partial,0.625,0.5833
17_realformat_swe_fullstack,bec5ca01-0546-4fe7-99ef-7148c52f1415,0.5857,0.5667,0.405,0.019,0.1807,Partial,Partial,Weak,0.7059,0.3158
17_realformat_swe_fullstack,c2540672-87d0-40ce-8028-248dc4d6c75d,0.67,0.6814,0.705,0.0114,0.035,Partial,Partial,Partial,0.625,0.25
17_realformat_swe_fullstack,c6056a80-614a-47d1-b3fc-1f602ebd71ff,0.5375,0.6075,0.54,0.07,0.0025,Partial,Partial,Partial,0.3846,0.2857
17_realformat_swe_fullstack,d2e4be03-4166-490a-b365-da422328abd7,0.77,0.865,0.82,0.095,0.05,Strong,Strong,Strong,0.0,0.0
17_realformat_swe_fullstack,b855ffc9-c236-4f56-ad08-c338a27bc0c4,0.62,0.2877,0.495,0.3323,0.125,Partial,Weak,Weak,0.4,0.2857
17_realformat_swe_fullstack,0a0cee8b-99db-4426-b2b8-90e0ca868104,0.2731,0.11,0.225,0.1631,0.0481,Weak,Mismatch,Mismatch,0.6154,0.3333
17_realformat_swe_fullstack,b858c350-cfd0-4754-b8de-bcc148277fbc,0.6043,0.5615,0.63,0.0428,0.0257,Partial,Partial,Partial,0.4167,0.2222
17_realformat_swe_fullstack,431ff4b3-05ae-44bd-860f-0b6ccb587cb9,0.6,0.6317,0.63,0.0317,0.03,Partial,Partial,Partial,0.0,0.0
19_mobile_ios_mid,290ea2fc-b808-4943-9496-094392bc595d,0.735,0.7085,0.81,0.0265,0.075,Partial,Partial,Strong,0.619,0.1429
19_mobile_ios_mid,a44313fb-396b-4e17-81ce-7477515de7f9,0.8167,0.8375,0.8,0.0208,0.0167,Strong,Strong,Strong,0.75,0.0
19_mobile_ios_mid,98a268d8-d06c-497a-a0aa-dbb57274dd49,0.7375,0.695,0.605,0.0425,0.1325,Partial,Partial,Partial,0.3333,0.25
19_mobile_ios_mid,2c329996-85c5-4956-b9a7-cac4c46a45ef,0.84,0.8467,0.8,0.0067,0.04,Strong,Strong,Strong,0.5,0.0
19_mobile_ios_mid,495bf8f5-5006-401a-966f-ba29bb0b9990,0.8214,0.725,0.705,0.0964,0.1164,Strong,Partial,Partial,0.5,0.0
19_mobile_ios_mid,cc498796-b031-411c-828e-3c0ea1d06b67,0.8364,0.886,0.82,0.0496,0.0164,Strong,Strong,Strong,0.6667,0.0
19_mobile_ios_mid,6d3456fc-d1d2-419b-aeaf-49e724a932a6,0.7125,0.725,0.63,0.0125,0.0825,Partial,Partial,Partial,0.3333,0.2
19_mobile_ios_mid,0c269701-4e43-4767-a42c-f88a25d8e179,0.6932,0.675,0.705,0.0182,0.0118,Partial,Partial,Partial,0.4545,0.1429
19_mobile_ios_mid,4282937a-c8f7-4849-b638-23a38a6125be,0.8,0.8525,0.74,0.0525,0.06,Strong,Strong,Partial,0.2857,0.0
19_mobile_ios_mid,5ca9ee6c-1e3d-4fd8-8b52-467dccee2021,0.75,0.75,0.8,0.0,0.05,Strong,Strong,Strong,0.3333,0.0
19_mobile_ios_mid,d15c0148-2839-4631-b0fe-c2fdde77ccec,0.6692,0.675,0.63,0.0058,0.0392,Partial,Partial,Partial,0.3571,0.0
19_mobile_ios_mid,78f9e1ef-a9ec-4f57-beab-8cff04a1dbff,0.741,0.7559,0.8,0.0149,0.059,Partial,Strong,Strong,0.75,0.0
19_mobile_ios_mid,d7f6de40-5968-4efa-8234-b2ea5b16d6b2,0.6213,0.615,0.63,0.0063,0.0087,Partial,Partial,Partial,0.2308,0.1176
19_mobile_ios_mid,4265f244-a5ea-43c5-9daa-f9dd73f5089b,0.3825,0.8041,0.705,0.4216,0.3225,Weak,Strong,Partial,0.2222,0.0
19_mobile_ios_mid,7c684e0a-d23e-4299-bbf6-388d55d29704,0.77,0.7475,0.82,0.0225,0.05,Strong,Partial,Strong,0.3636,0.0
19_mobile_ios_mid,7195fa47-467d-4d9f-bdce-dee0b8dde139,0.705,0.925,0.225,0.22,0.48,Partial,Strong,Mismatch,0.0,0.0
19_mobile_ios_mid,9942e73c-0111-4270-9c13-d8c605c3ee52,0.513,0.515,0.225,0.002,0.288,Partial,Partial,Mismatch,0.4167,0.3
19_mobile_ios_mid,8bd19a6e-d5f4-4850-890e-a30b94912130,0.723,0.7036,0.74,0.0194,0.017,Partial,Partial,Partial,0.125,0.1667
19_mobile_ios_mid,a3e47d4e-9648-46a1-9917-2f545b413cd2,0.6307,0.6757,0.75,0.045,0.1193,Partial,Partial,Strong,0.4,0.2
19_mobile_ios_mid,30860e73-5ce6-4455-bde6-6a3799713735,0.25,0.5,0.25,0.25,0.0,Mismatch,Weak,Weak,0.3333,0.0
19_mobile_ios_mid,31bdd04e-436f-4571-9dca-8f2eede293ae,0.4483,0.465,0.33,0.0167,0.1183,Weak,Weak,Weak,0.2,0.1
19_mobile_ios_mid,7f1ece8a-3a25-458f-94c9-6175978daa8e,0.5,0.5,0.2025,0.0,0.2975,Weak,Weak,Mismatch,0.5714,0.2353
19_mobile_ios_mid,2e707afc-5d10-42be-b364-fa2e1f3119b4,0.3525,0.3025,0.425,0.05,0.0725,Weak,Weak,Weak,0.5,0.5
19_mobile_ios_mid,4d5a6aaf-6c65-4642-95ae-280665fbaf0e,0.5379,0.5303,0.225,0.0076,0.3129,Partial,Partial,Mismatch,0.6875,0.3158
19_mobile_ios_mid,6dc7352a-6f08-4b53-8bb4-8e0e7893f342,0.2725,0.5,0.225,0.2275,0.0475,Weak,Weak,Mismatch,0.0909,0.0
19_mobile_ios_mid,776f2b42-8d59-4a57-9631-dd65e54d2ee5,0.6158,0.62,0.6,0.0042,0.0158,Partial,Partial,Partial,0.0,0.0
19_mobile_ios_mid,b2956050-dd0f-4ecd-8433-ba864e60faaa,0.285,0.309,0.225,0.024,0.06,Weak,Weak,Mismatch,0.4118,0.1875
19_mobile_ios_mid,1a176b19-5ba5-4ca2-8e6a-c5238bf74e6c,0.26,0.52,0.15,0.26,0.11,Weak,Partial,Mismatch,0.4688,0.5
19_mobile_ios_mid,22b9feab-e367-4d3d-8765-da2c484052aa,0.5462,0.5429,0.225,0.0033,0.3212,Partial,Partial,Mismatch,0.5333,0.4667
19_mobile_ios_mid,d12c42fa-20a2-4828-895e-916488950dde,0.515,0.5,0.2,0.015,0.315,Partial,Weak,Mismatch,0.1,0.1429
20_mobile_android_senior,f7bdc749-1e34-4587-9435-4735496f0f50,0.75,0.97,0.75,0.22,0.0,Strong,Strong,Strong,0.0,0.0
20_mobile_android_senior,427e84c3-b873-4e3c-9af8-d43f1f45909c,0.695,0.765,0.74,0.07,0.045,Partial,Strong,Partial,0.4,0.0
20_mobile_android_senior,d65761e3-32e6-4e8b-b696-bc54ab640df1,0.1428,0.7531,0.75,0.6103,0.6072,Mismatch,Strong,Strong,0.1667,0.0
20_mobile_android_senior,0fbf3c7e-1326-48c5-8282-e34a064e0dc9,0.755,0.7284,0.82,0.0266,0.065,Strong,Partial,Strong,0.1739,0.0
20_mobile_android_senior,994c5af7-8f40-41b2-9c63-0f64a78322c1,0.7204,0.7355,0.705,0.0151,0.0154,Partial,Partial,Partial,0.3333,0.0
20_mobile_android_senior,d866c45f-6779-43b8-9f16-1738fab05d0a,0.8,0.7459,0.9,0.0541,0.1,Strong,Partial,Strong,0.2222,0.0
20_mobile_android_senior,285e37ac-fb2f-4e2b-b9dc-bb9efcde53a5,0.7804,0.7118,0.74,0.0686,0.0404,Strong,Partial,Partial,0.1667,0.0
20_mobile_android_senior,89bd98dc-7338-4568-8080-eb086b9fc3eb,0.75,0.95,0.75,0.2,0.0,Strong,Strong,Strong,0.0,0.0
20_mobile_android_senior,337599ae-96e8-48ab-88bb-80eddf6df903,0.6575,0.6254,0.405,0.0321,0.2525,Partial,Partial,Weak,0.125,0.1
20_mobile_android_senior,10882f1b-d489-4a8c-a0b6-917b51d8f1b4,0.3525,0.3025,0.2,0.05,0.1525,Weak,Weak,Mismatch,0.0,0.0
20_mobile_android_senior,9e0729ad-6ccd-4948-af56-a325f8fcead0,0.7582,0.728,0.8075,0.0302,0.0493,Strong,Partial,Strong,0.44,0.0
20_mobile_android_senior,b6c105bb-c61d-4876-b19e-917e65947f4b,0.7414,0.7204,0.59,0.021,0.1514,Partial,Partial,Partial,0.1667,0.0
20_mobile_android_senior,ea921836-cb7a-43dd-8f61-574724779c9b,0.75,0.8,0.75,0.05,0.0,Strong,Strong,Strong,0.5,0.0
20_mobile_android_senior,72392282-8ab8-4dc6-bb02-b7c4ade1205f,0.3212,0.3127,0.405,0.0086,0.0838,Weak,Weak,Weak,0.4286,0.625
20_mobile_android_senior,3dce7c15-7613-4deb-b5b8-a234e9a1b8fd,0.705,0.925,0.405,0.22,0.3,Partial,Strong,Weak,0.0,0.0
20_mobile_android_senior,6bcc3a0a-f614-41c3-9e96-fded168f4ed9,0.7925,0.8464,0.905,0.0539,0.1125,Strong,Strong,Strong,0.1,0.0
20_mobile_android_senior,5583da88-e62f-4e2c-adc8-5007ec60956c,0.3475,0.3796,0.25,0.0321,0.0975,Weak,Weak,Mismatch,0.5,0.1
20_mobile_android_senior,0e5df96a-74d3-44e3-98fb-db96653b6942,0.705,0.925,0.405,0.22,0.3,Partial,Strong,Weak,0.0,0.0
20_mobile_android_senior,745aea15-9729-4349-b78e-c2f10631d181,0.665,0.6907,0.82,0.0257,0.155,Partial,Partial,Strong,0.3,0.0
20_mobile_android_senior,4aca1974-cf5d-46c2-b9c6-a70bf5219fe0,0.875,0.875,0.905,0.0,0.03,Strong,Strong,Strong,1.0,0.0
20_mobile_android_senior,30860e73-5ce6-4455-bde6-6a3799713735,0.25,0.44,0.225,0.19,0.025,Mismatch,Weak,Mismatch,0.3333,0.0
20_mobile_android_senior,f0c9a922-3edb-433a-b340-3d0414262c2c,0.611,0.6307,0.74,0.0197,0.129,Partial,Partial,Partial,0.8333,0.0
20_mobile_android_senior,9942e73c-0111-4270-9c13-d8c605c3ee52,0.581,0.575,0.225,0.006,0.356,Partial,Partial,Mismatch,0.4167,0.2222
20_mobile_android_senior,b2956050-dd0f-4ecd-8433-ba864e60faaa,0.295,0.2776,0.225,0.0174,0.07,Weak,Weak,Mismatch,0.4444,0.3333
20_mobile_android_senior,24ad01fe-a2f7-466c-9ff6-e556000b0a99,0.6067,0.5675,0.06,0.0392,0.5467,Partial,Partial,Mismatch,0.3846,0.3333
20_mobile_android_senior,0c26fc6d-5fca-44ff-a9ce-45a2558f48f2,0.3393,0.3475,0.21,0.0082,0.1293,Weak,Weak,Mismatch,0.8333,0.0
20_mobile_android_senior,19210103-9c82-4ac6-86cc-9870639e1a51,0.5633,0.5302,0.22,0.0332,0.3433,Partial,Partial,Mismatch,0.3889,0.25
20_mobile_android_senior,7f1ece8a-3a25-458f-94c9-6175978daa8e,0.545,0.545,0.06,0.0,0.485,Partial,Partial,Mismatch,0.5714,0.2353
20_mobile_android_senior,22b9feab-e367-4d3d-8765-da2c484052aa,0.5462,0.5429,0.105,0.0033,0.4412,Partial,Partial,Mismatch,0.5333,0.5333
20_mobile_android_senior,a3e47d4e-9648-46a1-9917-2f545b413cd2,0.5879,0.6007,0.74,0.0129,0.1521,Partial,Partial,Partial,0.5,0.1667
7_devops_senior,639ee8a5-c207-426c-aa96-63965af9c2e1,0.782,0.7184,0.66,0.0636,0.122,Strong,Partial,Partial,0.2609,0.0741
7_devops_senior,72e62066-7345-4f2a-bfae-734f016550e1,0.835,0.815,0.705,0.02,0.13,Strong,Strong,Partial,0.4286,0.1111
7_devops_senior,6cd2d98d-5897-4c4b-b0b1-f2ce2b2a76ee,0.8867,0.8994,0.82,0.0127,0.0667,Strong,Strong,Strong,0.125,0.0
7_devops_senior,d2a44eb7-6490-4369-9d07-a0099388fc8c,0.3713,0.7309,0.74,0.3596,0.3687,Weak,Partial,Partial,0.5,0.0
7_devops_senior,41c84563-a9f5-4721-a71d-bc41345d02ff,0.845,0.8048,0.74,0.0402,0.105,Strong,Strong,Partial,0.4286,0.0909
7_devops_senior,b97a4400-92c0-45ef-a310-f77229ee28b5,0.8,0.8024,0.74,0.0024,0.06,Strong,Strong,Partial,0.3077,0.0
7_devops_senior,44979ab6-0336-4ff7-8abd-055c929aee2b,0.7959,0.7665,0.74,0.0294,0.0559,Strong,Strong,Partial,0.1111,0.1667
7_devops_senior,db3e51c2-682e-4dc9-be6e-c969365f94fa,0.8429,0.875,0.74,0.0321,0.1029,Strong,Strong,Partial,0.3333,0.0
7_devops_senior,e5858d60-c1be-4359-9191-cad7dc8f2c3a,0.7187,0.7187,0.8075,0.0,0.0888,Partial,Partial,Strong,0.6,0.3077
7_devops_senior,ebda9513-ff6d-4df9-bc93-bc8b5caefdc8,0.7475,0.8,0.81,0.0525,0.0625,Partial,Strong,Strong,0.2,0.0
7_devops_senior,8e84f5c0-cc79-4a7e-84ea-831f1a97c708,0.8218,0.7985,0.75,0.0233,0.0718,Strong,Strong,Strong,0.0714,0.0
7_devops_senior,05b9129a-81f1-4143-bdc0-683523e7ec4e,0.5859,0.5796,0.58,0.0063,0.0059,Partial,Partial,Partial,0.7143,0.0
7_devops_senior,068b6104-9042-404f-a23e-a8399f3c7e90,0.755,0.5967,0.66,0.1583,0.095,Strong,Partial,Partial,0.3125,0.0
7_devops_senior,d4b9add2-b7b3-4d34-8a87-73948f79fbd9,0.3329,0.6507,0.63,0.3178,0.2971,Weak,Partial,Partial,0.7647,0.0
7_devops_senior,a10929c5-ac46-4c90-89c9-8e1712fb7886,0.8107,0.7595,0.6,0.0512,0.2107,Strong,Strong,Partial,0.4118,0.2727
7_devops_senior,f9d92cb8-91e3-4b65-bfbd-2473ab04e884,0.7665,0.7301,0.8025,0.0364,0.036,Strong,Partial,Strong,0.5,0.0
7_devops_senior,2185ff5c-e4c9-47ad-a236-f333a14157a9,0.8638,0.8024,0.74,0.0613,0.1238,Strong,Strong,Partial,0.4545,0.1429
7_devops_senior,3172a681-cbf9-4121-af90-7fe350a62caf,0.75,0.705,0.66,0.045,0.09,Strong,Partial,Partial,0.2,0.0
7_devops_senior,80bec801-fe95-4b26-9c93-9189071754b7,0.605,0.605,0.5025,0.0,0.1025,Partial,Partial,Partial,0.2143,0.0
7_devops_senior,4da12442-b7ac-4c81-abb4-71aa7f1c16a2,0.4225,0.4135,0.82,0.009,0.3975,Weak,Weak,Strong,0.75,0.0
7_devops_senior,d9b764c5-1599-4a77-a575-8933485cebd2,0.5783,0.545,0.22,0.0333,0.3583,Partial,Partial,Mismatch,0.1579,0.0909
7_devops_senior,979d43f2-d52d-450d-88be-a955614331ab,0.64,0.63,0.74,0.01,0.1,Partial,Partial,Partial,0.125,0.0
7_devops_senior,b6d8744a-03c5-4ba3-80e2-b09b3988b8c3,0.6615,0.2938,0.74,0.3678,0.0785,Partial,Weak,Partial,0.2105,0.0
7_devops_senior,92cbfd7a-b6e9-4c09-97e9-772e0a011318,0.28,0.5231,0.22,0.2431,0.06,Weak,Partial,Mismatch,0.1034,0.0833
7_devops_senior,f6f58a71-977a-44c4-b648-e67c9c3b10b8,0.575,0.545,0.6,0.03,0.025,Partial,Partial,Partial,0.1304,0.0
7_devops_senior,a2414078-ec50-47f6-b3c6-81295e7d63fa,0.2828,0.5613,0.22,0.2785,0.0628,Weak,Partial,Mismatch,0.7778,0.5385
7_devops_senior,b54b635f-f2b9-49e9-9657-26e936568978,0.336,0.63,0.74,0.294,0.404,Weak,Partial,Partial,0.0,0.0
7_devops_senior,c2b7f8bf-9e50-4206-9456-c34d66a0057d,0.5167,0.5125,0.225,0.0042,0.2917,Partial,Partial,Mismatch,0.5385,0.28
7_devops_senior,5ef4320d-971c-4970-ab94-ea72fa40034b,0.215,0.46,0.22,0.245,0.005,Mismatch,Weak,Mismatch,0.4545,0.5
7_devops_senior,585161dc-1435-4472-9e0f-354d7d03c828,0.5643,0.53,0.6,0.0343,0.0357,Partial,Partial,Partial,0.1515,0.0
13_ml_senior_engineer,d72cbe9a-c794-47fd-aefe-237b03611936,0.8609,0.82,0.905,0.0409,0.0441,Strong,Strong,Strong,0.2222,0.0
13_ml_senior_engineer,9159aa36-e2fc-43d4-a631-cbfdca113944,0.7662,0.7635,0.74,0.0027,0.0262,Strong,Strong,Partial,0.2778,0.0
13_ml_senior_engineer,312f7cc7-fbe1-4506-83ed-e6d6f2ef7294,0.72,0.6903,0.74,0.0297,0.02,Partial,Partial,Partial,0.3333,0.0667
13_ml_senior_engineer,05e3fb53-42e1-4d26-af6b-b3f22c29be61,0.8052,0.6963,0.705,0.1088,0.1002,Strong,Partial,Partial,0.0,0.5
13_ml_senior_engineer,f81356d6-fe08-4fe1-a811-d7499fc35553,0.8024,0.3786,0.74,0.4239,0.0624,Strong,Weak,Partial,0.1538,0.0
13_ml_senior_engineer,48396d9e-bc1c-4cf2-a5fe-9c4ef9dbf7e0,0.6979,0.3273,0.74,0.3706,0.0421,Partial,Weak,Partial,0.1304,0.0
13_ml_senior_engineer,91b11a12-a711-433d-8522-aabfb16b2256,0.7999,0.7151,0.74,0.0847,0.0599,Strong,Partial,Partial,0.0714,0.0
13_ml_senior_engineer,bc543292-a35f-4023-8fa0-c6832cc9b181,0.67,0.6585,0.81,0.0115,0.14,Partial,Partial,Strong,0.2941,0.0
13_ml_senior_engineer,26815abc-ac5e-4925-9f24-96e48277262d,0.695,0.6883,0.8025,0.0067,0.1075,Partial,Partial,Strong,0.25,0.1429
13_ml_senior_engineer,e951763c-d850-4182-9f63-64e19a3354f5,0.69,0.3056,0.705,0.3844,0.015,Partial,Weak,Partial,0.1905,0.0833
13_ml_senior_engineer,166ff5b4-0ca5-40e8-ba41-074f2b5d9aa8,0.73,0.733,0.75,0.003,0.02,Partial,Partial,Strong,0.6667,0.25
13_ml_senior_engineer,d0e8a031-ae3a-4e98-932d-60b98ce33e2e,0.682,0.5723,0.495,0.1098,0.187,Partial,Partial,Weak,0.16,0.0769
13_ml_senior_engineer,d12216fd-6a75-4c34-ad47-b8ad655c2f06,0.7311,0.6795,0.705,0.0515,0.0261,Partial,Partial,Partial,0.0833,0.1667
13_ml_senior_engineer,be17f702-3859-4297-9de3-ed4ebe9e385a,0.6757,0.66,0.705,0.0157,0.0293,Partial,Partial,Partial,0.2857,0.2
13_ml_senior_engineer,c6bedf09-951e-45db-9b95-e60a496810d7,0.5661,0.6,0.705,0.0339,0.1389,Partial,Partial,Partial,0.25,0.0
13_ml_senior_engineer,d3619987-777c-41c9-a7b0-794be197f391,0.56,0.5631,0.59,0.0031,0.03,Partial,Partial,Partial,0.375,0.2308
13_ml_senior_engineer,219bf29a-d44c-498f-a00d-358d5a962a64,0.665,0.64,0.74,0.025,0.075,Partial,Partial,Partial,0.3333,0.0
13_ml_senior_engineer,8a1b7b12-9279-4bb7-8938-972b9a7c43ef,0.6388,0.6058,0.8,0.0329,0.1612,Partial,Partial,Strong,0.3333,0.0
13_ml_senior_engineer,fc5d3bd0-0fde-4d6f-9220-169f0b98ed7d,0.715,0.6854,0.75,0.0296,0.035,Partial,Partial,Strong,0.2857,0.0909
13_ml_senior_engineer,f22cca4c-492a-4d6d-b4de-df08c3730b41,0.7025,0.6273,0.74,0.0752,0.0375,Partial,Partial,Partial,0.2778,0.0
13_ml_senior_engineer,f2a23b3c-91bb-45cc-937b-e9481e9ffc65,0.5429,0.5188,0.225,0.0241,0.3179,Partial,Partial,Mismatch,0.4211,0.3333
13_ml_senior_engineer,446e7574-dd06-4f38-983b-f41d2e21252d,0.575,0.5286,0.705,0.0464,0.13,Partial,Partial,Partial,0.12,0.0667
13_ml_senior_engineer,1c5647c9-a848-4fcd-b742-c9a2508a7d9b,0.5609,0.5476,0.6075,0.0132,0.0466,Partial,Partial,Partial,0.6,0.0769
13_ml_senior_engineer,3f5fed6c-6ab0-4eb3-b440-249da7fba361,0.6704,0.6955,0.74,0.0251,0.0696,Partial,Partial,Partial,0.5714,0.0
13_ml_senior_engineer,886a40a7-50d9-43d1-b38a-244903aae0ee,0.6367,0.6246,0.74,0.0121,0.1033,Partial,Partial,Partial,0.2381,0.0
13_ml_senior_engineer,cb2b150f-b44b-4a0f-b483-89da55db4144,0.6178,0.5721,0.75,0.0457,0.1322,Partial,Partial,Strong,0.1905,0.0
13_ml_senior_engineer,ec898e00-26fa-4cca-89e4-3c3dcb8f47e8,0.545,0.2825,0.22,0.2625,0.325,Partial,Weak,Mismatch,0.2308,0.0
13_ml_senior_engineer,b35b6cf4-aa8a-41c1-a477-e4c732ff30d8,0.5857,0.6613,0.585,0.0755,0.0007,Partial,Partial,Partial,0.1667,0.2
13_ml_senior_engineer,84eaf0ec-b42b-4dcb-b5e7-0516355510f7,0.3,0.5643,0.705,0.2643,0.405,Weak,Partial,Partial,0.1333,0.0
13_ml_senior_engineer,15227172-726d-4cc6-8ab1-966690742f53,0.6057,0.61,0.63,0.0043,0.0243,Partial,Partial,Partial,0.0714,0.1429
22_data_engineer_senior,6aa5df92-1622-4e6b-8d45-cf4c237c5971,0.705,0.6613,0.74,0.0438,0.035,Partial,Partial,Partial,0.2667,0.1429
22_data_engineer_senior,acf2b942-1198-4208-b40e-882c1058918c,0.755,0.7807,0.8025,0.0257,0.0475,Strong,Strong,Strong,0.3333,0.125
22_data_engineer_senior,bfebfebd-a1ed-4d1c-860a-7d39a9c55c61,0.8436,0.8089,0.82,0.0348,0.0236,Strong,Strong,Strong,0.5714,0.0
22_data_engineer_senior,51dcc6a5-6e9e-44ac-9a2d-ff2e5bf9d627,0.764,0.7696,0.905,0.0055,0.141,Strong,Strong,Strong,0.5,0.0
22_data_engineer_senior,96a27c2c-42ca-4591-94b1-ecc829ef0eb9,0.7717,0.7764,0.8025,0.0048,0.0308,Strong,Strong,Strong,0.75,0.0
22_data_engineer_senior,76cb5abd-f975-4f55-94b3-c26544c18e56,0.6512,0.6217,0.605,0.0295,0.0462,Partial,Partial,Partial,0.4286,0.0
22_data_engineer_senior,652bba37-6fd1-4b69-8d78-4aad7264cd37,0.8832,0.7907,0.82,0.0925,0.0632,Strong,Strong,Strong,0.4286,0.0
22_data_engineer_senior,98824122-2992-416c-82e0-8d76f3fd01db,0.3736,0.37,0.75,0.0036,0.3764,Weak,Weak,Strong,0.5,0.0
22_data_engineer_senior,c4d29040-194b-4e77-be4b-41eda7e89d25,0.8393,0.7614,0.5075,0.0779,0.3318,Strong,Strong,Partial,0.3333,0.5
22_data_engineer_senior,9dceef06-bb27-4e8b-bb56-6fe6e9239cb7,0.7198,0.6957,0.22,0.0241,0.4998,Partial,Partial,Mismatch,0.3,0.2
22_data_engineer_senior,05f8724b-1999-4847-875e-6eff702c5eae,0.6725,0.1321,0.425,0.5404,0.2475,Partial,Mismatch,Weak,0.3333,0.25
22_data_engineer_senior,14d44732-38a4-439e-b07c-970665253c75,0.7423,0.6817,0.605,0.0606,0.1373,Partial,Partial,Partial,0.4375,0.0
22_data_engineer_senior,3ffd9d74-f52c-49e2-8009-9d4432f63fbc,0.8,0.905,0.63,0.105,0.17,Strong,Strong,Partial,0.0,0.0
22_data_engineer_senior,2e66909d-1064-43d6-8d97-43dd9af72df1,0.8214,0.7989,0.405,0.0225,0.4164,Strong,Strong,Weak,0.0,0.0
22_data_engineer_senior,8298811a-423e-456d-bb00-f04f497adbf3,0.7158,0.7475,0.74,0.0317,0.0242,Partial,Partial,Partial,0.1667,0.1111
22_data_engineer_senior,7c4af3e5-3f44-492d-bc16-54a5ef6b7259,0.7025,0.9025,0.605,0.2,0.0975,Partial,Strong,Partial,0.0,0.0
22_data_engineer_senior,6358ab7b-9f86-43a8-804e-056476eb93e6,0.637,0.6325,0.39,0.0045,0.247,Partial,Partial,Weak,0.1875,0.1875
22_data_engineer_senior,d225680a-f1e9-47ce-80b9-29828cb15b01,0.8075,0.7275,0.22,0.08,0.5875,Strong,Partial,Mismatch,0.0,0.0
22_data_engineer_senior,6b1a26b5-9f36-4557-a420-9fc5a4ce2548,0.7275,0.6797,0.495,0.0478,0.2325,Partial,Partial,Weak,0.2174,0.0476
22_data_engineer_senior,745f0820-5b22-462d-b636-c496405427f6,0.7629,0.6606,0.705,0.1023,0.0579,Strong,Partial,Partial,0.1786,0.1538
22_data_engineer_senior,35d9093e-447c-4a6e-bedf-8b1f7b76413c,0.6725,0.605,0.225,0.0675,0.4475,Partial,Partial,Mismatch,0.2308,0.0833
22_data_engineer_senior,92f69ae8-a1b8-4ff8-94a3-0a4acab44d98,0.5,0.5,0.495,0.0,0.005,Weak,Weak,Weak,0.3571,0.0
22_data_engineer_senior,e09c21f3-6c72-4ebe-97d2-fe53bc014778,0.3113,0.1242,0.74,0.1872,0.4287,Weak,Mismatch,Partial,0.4,0.0
22_data_engineer_senior,a31718c1-d53c-4047-8dcd-27242b325074,0.3625,0.6562,0.69,0.2937,0.3275,Weak,Partial,Partial,0.1818,0.1667
22_data_engineer_senior,795db424-ce9f-46a2-bdcf-9a337742115d,0.3362,0.3212,0.3,0.015,0.0363,Weak,Weak,Weak,0.2667,0.0
22_data_engineer_senior,838072a8-8cb0-4e2e-9f6a-5a8a6bbb7dce,0.6175,0.6325,0.225,0.015,0.3925,Partial,Partial,Mismatch,0.0,0.0
22_data_engineer_senior,8a1b7b12-9279-4bb7-8938-972b9a7c43ef,0.6013,0.5725,0.63,0.0288,0.0287,Partial,Partial,Partial,0.4,0.1429
22_data_engineer_senior,6d596e90-e06f-4f84-94a1-68dd13c55dda,0.75,0.7045,0.74,0.0455,0.01,Strong,Partial,Partial,0.3,0.0
22_data_engineer_senior,7444a9aa-83b5-481d-b693-fb1cb1f1a9e6,0.3925,0.3796,0.705,0.0129,0.3125,Weak,Weak,Partial,0.5,0.0
22_data_engineer_senior,5a6892b1-cd8d-4626-b1de-ebe69b71ea20,0.655,0.675,0.705,0.02,0.05,Partial,Partial,Partial,0.1111,0.0
2_mid_data_analyst,25630527-064b-4211-9697-730a04a25a26,0.8,0.8214,0.74,0.0214,0.06,Strong,Strong,Partial,0.4,0.0
2_mid_data_analyst,76518482-59d2-4e96-bedc-cde1817b241c,0.7317,0.6275,0.63,0.1042,0.1017,Partial,Partial,Partial,0.0952,0.25
2_mid_data_analyst,89950026-e1d4-45c0-886c-f7700a96ba40,0.815,0.1413,0.6,0.6737,0.215,Strong,Mismatch,Partial,0.4,0.4
2_mid_data_analyst,c3d15a9b-99df-4782-88e4-284757b99b3a,0.875,0.8193,0.805,0.0557,0.07,Strong,Strong,Strong,0.3333,0.0
2_mid_data_analyst,58da89d8-5d4c-41cf-b443-d347b3744620,0.3475,0.6323,0.63,0.2848,0.2825,Weak,Partial,Partial,0.0,0.0
2_mid_data_analyst,8656a4d9-56ea-4739-99b8-d52175e95a8f,0.7957,0.6756,0.705,0.1201,0.0907,Strong,Partial,Partial,0.2143,0.0
2_mid_data_analyst,ddabf002-f81b-4aaf-9499-88c1743fb91f,0.7964,0.7187,0.7,0.0777,0.0964,Strong,Partial,Partial,0.0769,0.0
2_mid_data_analyst,586789fc-ae73-463c-8668-5a256daed9e6,0.7336,0.665,0.7025,0.0686,0.0311,Partial,Partial,Partial,0.0526,0.0
2_mid_data_analyst,087647f1-ed33-4065-b137-51ccbf640bdb,0.1653,0.925,0.495,0.7597,0.3297,Mismatch,Strong,Weak,0.0,0.0
